year,district_name,block_name,village_name,Boron,Copper,Electrical Conductivity,Iron,Manganese,Nitrogen,Organic Carbon,Phosphorus,Potassium,Soil Ph,Sulphur,Zinc,nutrients_available,coverage_percentage
2024-25,Sivaganga,Ilayankudi,Nageraakudi,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Ilayankudi,Perumbacheri,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Ilayankudi,Pudukkottai,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Sivaganga,Ilayankudi,S.Karaikudi,158,158,158,158,158,158,158,158,158,158,158,158,12,100.0
2024-25,Sivaganga,Ilayankudi,Salaigramam,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Sivaganga,Ilayankudi,Samudram,4,4,4,4,4,4,4,4,4,4,4,4,12,100.0
2024-25,Sivaganga,Ilayankudi,Sathanur,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Sivaganga,Ilayankudi,Seevalathi,118,118,118,118,118,118,118,118,118,118,118,118,12,100.0
2024-25,Sivaganga,Ilayankudi,Sirupalai,27,27,27,27,27,27,27,27,27,27,27,27,12,100.0
2024-25,Sivaganga,Ilayankudi,Sooranam,102,102,102,102,102,102,102,102,102,102,102,102,12,100.0
2024-25,Sivaganga,Ilayankudi,Sothugudi,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Sivaganga,Ilayankudi,Thiruudayarpuram,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Sivaganga,Ilayankudi,Thugavoor,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Ilayankudi,Udayanoor,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Ilayankudi,Uthamanur,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Sivaganga,Ilayankudi,Vadakkuchandanur,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Sivaganga,Ilayankudi,Vadakkukeeranur,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Sivaganga,Ilayankudi,Valayanendal,4,4,4,4,4,4,4,4,4,4,4,4,12,100.0
2024-25,Sivaganga,Ilayankudi,Vallakulam,105,105,105,105,105,105,105,105,105,105,105,105,12,100.0
2024-25,Sivaganga,Ilayankudi,Vandal,4,4,4,4,4,4,4,4,4,4,4,4,12,100.0
2024-25,Sivaganga,Ilayankudi,Vijayangudi,132,132,132,132,132,132,132,132,132,132,132,132,12,100.0
2024-25,Sivaganga,Ilayankudi,Virayathakandan,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Sivaganga,Ilayankudi,Visavanoor,127,127,127,127,127,127,127,127,127,127,127,127,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Adappadakki,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Alavilanpatti,45,45,45,45,45,45,45,45,45,45,45,45,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Allur,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Alpattaviduthi,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Ammanpatti,4,4,4,4,4,4,4,4,4,4,4,4,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Cholavandan,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Gowripatti,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Kadaneri,4,4,4,4,4,4,4,4,4,4,4,4,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Kalkulam,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Kanjipatti,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Kanjiram,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Karungalakudi,4,4,4,4,4,4,4,4,4,4,4,4,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Kathappattu,5,5,5,5,5,5,5,5,5,5,5,5,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Keelakottai,59,59,59,59,59,59,59,59,59,59,59,59,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Keelamangalam,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Kodikadukadamboorani,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Kolanthi,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Kollankudi,5,5,5,5,5,5,5,5,5,5,5,5,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Kottappatti,16,16,16,16,16,16,16,16,16,16,16,16,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Kuruthanivariendal,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Mallal,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Mangattendal,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Mangulam Vagaikulam,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Marakkathur,100,101,104,104,104,104,103,104,104,104,104,103,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Marandai,30,30,30,30,30,30,30,30,30,30,30,30,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Marathur,24,24,24,24,24,24,24,24,24,24,24,24,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Mathukanmoi,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Minnaranjanvelangulam,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Mongankanmoi,6,6,6,6,6,6,6,6,6,6,6,6,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Moovarkanmoi,112,112,112,112,112,112,112,112,112,112,112,112,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Mudikkarai,74,74,73,74,74,74,74,74,74,74,74,74,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Muthur,2,1,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Nadamangalam,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Nagarampatti,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Nallendal,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Nattarasankottai,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Nedungulam,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Oyyavandan,111,111,111,111,111,111,111,111,111,111,111,111,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Paganeri,37,37,37,37,37,37,37,37,37,37,37,37,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Palkulam,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Pallivayal,5,5,5,5,5,5,5,5,5,5,5,5,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Panangadi,18,18,18,18,18,18,18,18,18,18,18,18,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Paruthikanmai,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Periakannanur,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Pirandakulam,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Poovali,30,30,30,30,30,30,30,30,30,30,30,30,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Pudukkilavachi,114,114,114,114,114,114,114,114,114,114,114,114,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Pulavanvayal,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Purasadiudappu,37,37,37,37,37,37,37,37,37,37,37,37,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Purasapattiudayarendal,5,5,5,5,5,5,5,5,5,5,5,5,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Sakkur,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Sedambal,102,102,102,102,102,102,102,102,102,102,102,102,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Sembanur,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Sembar,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Sennalakudi,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Sethur,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Sevaoorani,6,6,6,6,6,6,6,6,6,6,6,6,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Silanthagudi,3,3,2,3,3,3,2,3,3,2,3,3,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Silukkapatti,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Siramam,5,4,5,5,5,5,5,5,5,5,5,5,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Siriyur,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Sirukanaperi,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Somanathamangalam,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Surakkulam,108,108,108,108,108,108,108,108,108,108,108,108,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Valanai,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Vaniyankudi,2,1,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Vannikkudi,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Vettikulam,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Kalaiyarkoil,Vittaneri,8,8,8,8,8,8,8,8,8,8,8,8,12,100.0
2024-25,Sivaganga,Kallal,Alampattu,18,18,18,18,18,18,18,18,18,18,18,18,12,100.0
2024-25,Sivaganga,Kallal,Alangudi,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Sivaganga,Kallal,Aranmanaipatti,106,104,106,106,106,106,106,106,106,105,106,106,12,100.0
2024-25,Sivaganga,Kallal,Aranmanaisiruvayal,8,8,8,8,8,8,8,8,8,8,8,8,12,100.0
2024-25,Sivaganga,Kallal,Athangudi,25,25,25,25,25,25,25,25,25,25,25,25,12,100.0
2024-25,Sivaganga,Kallal,Ilandamangalam,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Kallal,Ilankudi,4,4,4,4,4,4,4,4,4,4,4,4,12,100.0
2024-25,Sivaganga,Kallal,K.Athangudi,11,11,11,11,11,11,11,11,11,11,11,11,12,100.0
2024-25,Sivaganga,Kallal,Kallal,68,69,69,69,69,69,69,69,69,69,69,68,12,100.0
2024-25,Sivaganga,Kallal,Kallippatti,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Sivaganga,Kallal,Kallupatti,17,17,17,17,17,17,17,17,17,17,17,17,12,100.0
2024-25,Sivaganga,Kallal,Kambanur,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Sivaganga,Kallal,Keelapattamangalam,2,1,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Kallal,Keelapoongudi,6,6,6,6,6,6,6,6,6,6,6,6,12,100.0
2024-25,Sivaganga,Kallal,Koothalur,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2024-25,Sivaganga,Kallal,Kovilur,5,5,5,5,5,5,5,5,5,5,5,5,12,100.0
2024-25,Sivaganga,Kallal,Kunnakudi,106,105,106,106,106,105,105,106,106,105,106,106,12,100.0
2024-25,Sivaganga,Kallal,Kurudampattu,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Kallal,Malaikandan,15,15,15,15,15,15,15,15,15,15,15,15,12,100.0
2024-25,Sivaganga,Kallal,Managirisuganendal,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Kallal,Mela Pattamangalam,7,6,7,7,7,7,7,7,7,7,7,7,12,100.0
2024-25,Sivaganga,Kallal,Mummudichanpatti,6,6,6,6,6,6,6,6,6,6,6,6,12,100.0
2024-25,Sivaganga,Kallal,Naduvikottai Keelaiyur,5,5,5,5,5,5,5,5,5,5,5,5,12,100.0
2024-25,Sivaganga,Kallal,Naduvikottai Melaiyur,4,4,4,4,4,4,4,4,4,4,4,4,12,100.0
2024-25,Sivaganga,Kallal,Nariyangudi,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Sivaganga,Kallal,Panangudi,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2024-25,Sivaganga,Kallal,Perichikovil,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Kallal,Pilar,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Sivaganga,Kallal,Sambanur,14,14,14,14,14,14,14,14,14,14,14,14,12,100.0
2024-25,Sivaganga,Kallal,Sannavanam,109,110,110,110,110,110,110,110,110,110,110,110,12,100.0
2024-25,Sivaganga,Kallal,Sethurengunathpattanam,251,251,251,251,251,251,250,251,251,251,251,251,12,100.0
2024-25,Sivaganga,Kallal,Severakottai,128,128,126,128,128,127,126,128,128,126,128,128,12,100.0
2024-25,Sivaganga,Kallal,Siravayal,6,6,6,6,6,6,6,6,6,6,6,6,12,100.0
2024-25,Sivaganga,Kallal,Thattati,9,9,9,9,9,9,9,9,9,9,9,9,12,100.0
2024-25,Sivaganga,Kallal,Thenkarai,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Kallal,Thiruthipatti,27,27,27,27,27,27,27,27,27,27,27,27,12,100.0
2024-25,Sivaganga,Kallal,Usilangulam,18,18,18,18,18,18,18,18,18,18,18,18,12,100.0
2024-25,Sivaganga,Kallal,Varivayal,5,5,5,5,5,5,5,5,5,5,5,5,12,100.0
2024-25,Sivaganga,Kallal,Veliyathur,9,8,9,9,9,9,9,9,9,9,9,9,12,100.0
2024-25,Sivaganga,Kallal,Veppankulam,5,5,5,5,5,5,5,5,5,5,5,5,12,100.0
2024-25,Sivaganga,Kallal,Vetriyur,0,1,1,1,1,1,1,1,1,1,1,1,11,91.66666666666666
2024-25,Sivaganga,Kallal,Vilavadiendal,8,8,8,8,8,8,8,8,8,8,8,8,12,100.0
2024-25,Sivaganga,Kannankudi,Chittanur,21,21,21,21,21,21,21,21,21,21,21,21,12,100.0
2024-25,Sivaganga,Kannankudi,Hanumanthagudi,27,27,27,27,27,27,27,27,27,27,27,27,12,100.0
2024-25,Sivaganga,Kannankudi,Kalabangudi,14,14,14,14,14,14,14,14,14,14,14,14,12,100.0
2024-25,Sivaganga,Kannankudi,Kalathur,8,8,8,8,8,8,8,8,8,8,8,8,12,100.0
2024-25,Sivaganga,Kannankudi,Kandiyur,21,21,21,21,21,21,21,21,21,21,21,21,12,100.0
2024-25,Sivaganga,Kannankudi,Kannangudi,19,19,19,19,19,19,19,19,19,19,19,19,12,100.0
2024-25,Sivaganga,Kannankudi,Kappalur,47,47,47,47,47,47,47,47,47,47,47,47,12,100.0
2024-25,Sivaganga,Kannankudi,Kilamalai,42,42,42,42,42,42,42,42,42,42,42,42,12,100.0
2024-25,Sivaganga,Kannankudi,Madakkottai,7,7,7,7,7,7,7,7,7,7,7,7,12,100.0
2024-25,Sivaganga,Kannankudi,Nagamangalam,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Sivaganga,Kannankudi,Naranamangalam,132,132,132,132,132,132,132,132,132,132,132,132,12,100.0
2024-25,Sivaganga,Kannankudi,Porkudi,44,44,44,44,44,44,44,44,44,44,44,44,12,100.0
2024-25,Sivaganga,Kannankudi,Pusalagudi,40,40,40,40,40,40,40,40,40,40,40,40,12,100.0
2024-25,Sivaganga,Kannankudi,Puthurani,21,21,21,21,21,21,21,21,21,21,21,21,12,100.0
2024-25,Sivaganga,Kannankudi,Sadayamangalam,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Sivaganga,Kannankudi,Siruganur,80,80,80,80,80,80,80,80,80,80,80,80,12,100.0
2024-25,Sivaganga,Kannankudi,Thangangudi,72,72,72,72,72,72,72,72,72,72,72,72,12,100.0
2024-25,Sivaganga,Kannankudi,Theralappur,41,41,41,41,41,41,41,41,41,41,41,41,12,100.0
2024-25,Sivaganga,Kannankudi,Tiruppakottai,26,26,26,26,26,26,26,26,26,26,26,26,12,100.0
2024-25,Sivaganga,Kannankudi,Unjanai,40,39,40,41,41,41,40,41,41,40,41,41,12,100.0
2024-25,Sivaganga,Manamadurai,Annavasal,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Sivaganga,Manamadurai,Arasanendal,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Manamadurai,Arimandapam,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Sivaganga,Manamadurai,Chinnakannanur,102,97,101,102,102,102,100,102,102,102,102,102,12,100.0
2024-25,Sivaganga,Manamadurai,Idaikkattur,17,17,17,17,17,17,17,17,17,17,17,17,12,100.0
2024-25,Sivaganga,Manamadurai,K.K.Pallam,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Sivaganga,Manamadurai,Kalpiravu,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Manamadurai,Kattikulam,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Manamadurai,Keelanettur,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Sivaganga,Manamadurai,Keelapasalai,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Manamadurai,Keelapidavur,44,44,44,44,44,44,44,44,44,44,44,44,12,100.0
2024-25,Sivaganga,Manamadurai,Kilangattur,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Sivaganga,Manamadurai,Kirungakkottai,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Sivaganga,Manamadurai,Kondagamperungarai,33,33,33,33,33,33,33,33,33,33,33,33,12,100.0
2024-25,Sivaganga,Manamadurai,Kuvalaiveli,5,5,5,5,5,5,5,5,5,5,5,5,12,100.0
2024-25,Sivaganga,Manamadurai,Manamadurai,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Manamadurai,Manambakki,16,16,16,16,16,16,16,16,16,16,16,16,12,100.0
2024-25,Sivaganga,Manamadurai,Mangulam,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Manamadurai,Maramvetti Karisalkulam,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Sivaganga,Manamadurai,Maranadu,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Manamadurai,Melanettur,11,11,11,11,11,11,11,11,11,11,11,11,12,100.0
2024-25,Sivaganga,Manamadurai,Melapidavoor,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Sivaganga,Manamadurai,Milaganoor,132,131,132,132,132,132,130,132,132,132,132,132,12,100.0
2024-25,Sivaganga,Manamadurai,Perumbacheri,2,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Sivaganga,Manamadurai,Pottadi Alangulam,4,4,4,4,4,4,4,4,4,4,4,4,12,100.0
2024-25,Sivaganga,Manamadurai,Pudukkkulam,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Sivaganga,Manamadurai,Puliyankulam,37,36,37,37,37,37,37,37,37,37,37,37,12,100.0
2024-25,Sivaganga,Manamadurai,Seikalathur,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Manamadurai,Senthattiendal,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Manamadurai,Sirugudi,108,108,108,108,108,108,108,108,108,108,108,108,12,100.0
2024-25,Sivaganga,Manamadurai,Soorakulam,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Manamadurai,Sullangudi,108,108,108,108,108,108,108,108,108,108,108,108,12,100.0
2024-25,Sivaganga,Manamadurai,T.Pudukottai,106,106,106,106,106,106,106,106,106,106,106,106,12,100.0
2024-25,Sivaganga,Manamadurai,Thamaraikudi,5,4,5,5,5,5,5,5,5,5,5,5,12,100.0
2024-25,Sivaganga,Manamadurai,Theethampettai,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Sivaganga,Manamadurai,Therkkuchandanur,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Manamadurai,Vagudi,103,103,103,103,103,103,103,103,103,103,103,103,12,100.0
2024-25,Sivaganga,Manamadurai,Valathan Pudukkulam,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Manamadurai,Vediarendal,28,28,28,28,28,28,28,28,28,28,28,28,12,100.0
2024-25,Sivaganga,Manamadurai,Vellikurichi,9,9,9,9,9,9,9,9,9,9,9,9,12,100.0
2024-25,Sivaganga,Manamadurai,Vembathur,105,105,105,105,105,105,105,105,105,105,105,105,12,100.0
2024-25,Sivaganga,Manamadurai,Vilathur,6,6,6,6,6,6,6,6,6,6,6,6,12,100.0
2024-25,Sivaganga,S. Pudur,Chettikuruchi,47,47,47,47,47,47,47,47,47,47,47,47,12,100.0
2024-25,Sivaganga,S. Pudur,Dharmappatti,10,10,10,10,10,10,10,10,10,10,10,10,12,100.0
2024-25,Sivaganga,S. Pudur,Karisalpatti,59,56,59,59,59,59,59,59,59,59,59,59,12,100.0
2024-25,Sivaganga,S. Pudur,Kilavayal,114,113,113,114,114,114,114,114,114,114,114,114,12,100.0
2024-25,Sivaganga,S. Pudur,Kulathupatti,25,25,25,25,25,25,25,25,25,25,25,25,12,100.0
2024-25,Sivaganga,S. Pudur,Manalur,24,24,24,24,24,24,24,24,24,24,24,24,12,100.0
2024-25,Sivaganga,S. Pudur,Manthakudipatti,104,104,104,104,104,104,104,104,104,104,104,104,12,100.0
2024-25,Sivaganga,S. Pudur,Melavannariruppu,22,22,22,22,22,22,22,22,22,22,22,22,12,100.0
2024-25,Sivaganga,S. Pudur,Minnamalaipatti,38,38,38,38,38,38,38,38,38,38,38,38,12,100.0
2024-25,Sivaganga,S. Pudur,Musundapatti,56,56,56,56,56,56,56,56,56,56,56,56,12,100.0
2024-25,Sivaganga,S. Pudur,Neduvayal,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Sivaganga,S. Pudur,Piranpatti,199,198,198,199,199,198,198,199,199,198,199,199,12,100.0
2024-25,Sivaganga,S. Pudur,S.Pudur,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Sivaganga,S. Pudur,Ulagampatti,10,10,10,10,10,10,10,10,10,10,10,10,12,100.0
2024-25,Sivaganga,S. Pudur,Valasaipatti,13,13,13,13,13,13,13,13,13,13,13,13,12,100.0
2024-25,Sivaganga,S. Pudur,Warappur,50,49,50,50,50,50,50,50,50,50,50,50,12,100.0
2024-25,Sivaganga,Sakkottai,Ambakkudi,27,27,27,27,27,27,27,27,27,27,27,27,12,100.0
2024-25,Sivaganga,Sakkottai,Ariyakkudi,101,101,101,101,101,101,101,101,101,101,101,101,12,100.0
2024-25,Sivaganga,Sakkottai,Illuppaikkudi,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Sivaganga,Sakkottai,Jeyankondam,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Sivaganga,Sakkottai,Kalathur,127,128,128,130,130,130,130,130,130,130,130,130,12,100.0
2024-25,Sivaganga,Sakkottai,Kanadukathan,10,10,10,10,10,10,10,10,10,10,10,10,12,100.0
2024-25,Sivaganga,Sakkottai,Kandanur,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Sivaganga,Sakkottai,Kothamangalam,14,14,14,14,14,14,14,14,14,14,14,14,12,100.0
2024-25,Sivaganga,Sakkottai,Kothari,6,6,6,6,6,6,6,6,6,6,6,6,12,100.0
2024-25,Sivaganga,Sakkottai,Kulappadi,14,15,15,15,15,15,15,15,15,15,15,15,12,100.0
2024-25,Sivaganga,Sakkottai,Mathur,5,5,5,5,5,5,5,5,5,5,5,5,12,100.0
2024-25,Sivaganga,Sakkottai,Melamanakkudi,133,130,131,133,133,132,130,133,133,131,133,133,12,100.0
2024-25,Sivaganga,Sakkottai,Mithiravayal,8,8,8,8,8,8,8,8,8,8,8,8,12,100.0
2024-25,Sivaganga,Sakkottai,Nattuseri,5,5,5,5,5,5,5,5,5,5,5,5,12,100.0
2024-25,Sivaganga,Sakkottai,Nemam,103,103,103,103,103,103,103,103,103,103,103,103,12,100.0
2024-25,Sivaganga,Sakkottai,Nerupugapatti,46,46,46,46,46,46,46,46,46,46,46,46,12,100.0
2024-25,Sivaganga,Sakkottai,Oyyakondansiruvayal,37,37,37,37,37,37,37,37,37,37,37,37,12,100.0
2024-25,Sivaganga,Sakkottai,Palaiyur,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Sivaganga,Sakkottai,Pallathur,4,4,4,4,4,4,4,4,4,4,4,4,12,100.0
2024-25,Sivaganga,Sakkottai,Pananvayal (A )Pannampatti,32,30,32,32,32,32,31,32,32,32,32,32,12,100.0
2024-25,Sivaganga,Sakkottai,Periakottai,11,11,11,11,11,11,10,11,11,11,11,11,12,100.0
2024-25,Sivaganga,Sakkottai,Periakottakudi,100,99,100,100,100,100,100,100,100,100,100,100,12,100.0
2024-25,Sivaganga,Sakkottai,Pirambuvayal,9,8,9,9,9,9,9,9,9,9,9,9,12,100.0
2024-25,Sivaganga,Sakkottai,Pudur,7,7,7,7,7,7,7,7,7,7,7,7,12,100.0
2024-25,Sivaganga,Sakkottai,Pukkudi,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Sivaganga,Sakkottai,Sakkottai,11,11,10,11,11,11,11,11,11,11,11,11,12,100.0
2024-25,Sivaganga,Sakkottai,Sengathankudi,48,48,48,48,48,48,48,48,48,48,48,48,12,100.0
2024-25,Sivaganga,Sakkottai,Senjai,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Sivaganga,Sakkottai,Sirugavayal,16,16,16,16,16,16,16,16,16,16,16,16,12,100.0
