year,district_name,district_code,block_name,block_code,village_name,village_code,nitrogen_status,phosphorus_status,potassium_status,organic_carbon_status,electrical_conductivity_status,soil_ph_status,zinc_status,boron_status,manganese_status,sulphur_status,copper_status,iron_status,boron_deficient,boron_sufficient,copper_deficient,copper_sufficient,electrical_conductivity_non_saline,electrical_conductivity_saline,iron_deficient,iron_sufficient,manganese_deficient,manganese_sufficient,nitrogen_high,nitrogen_low,nitrogen_medium,organic_carbon_high,organic_carbon_low,organic_carbon_medium,phosphorus_high,phosphorus_low,phosphorus_medium,potassium_high,potassium_low,potassium_medium,soil_ph_acidic,soil_ph_alkaline,soil_ph_neutral,sulphur_deficient,sulphur_sufficient,zinc_deficient,zinc_sufficient
2024-25,Krishnagiri,577,Mathur,6210,Gendigampatti,644133,Low,Low,Medium,High,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,21,1,20,21,0,4,17,0,21,0,21,0,8,6,7,7,8,6,3,1,17,0,0,21,0,21,11,10
2024-25,Krishnagiri,577,Mathur,6210,Gerigepally,644219,Low,High,High,Low,Non Saline,Neutral,Sufficient,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,0,4,0,4,4,0,0,4,2,2,0,4,0,1,3,0,3,1,0,3,0,1,0,0,4,0,4,1,3
2024-25,Krishnagiri,577,Mathur,6210,Goonampatti,644169,Low,Low,Medium,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,4,0,4,4,0,0,4,1,3,0,4,0,0,4,0,0,2,2,2,0,2,0,0,4,0,4,3,1
2024-25,Krishnagiri,577,Mathur,6210,Gullampatti,644216,Low,Low,Medium,Low,Non Saline,Neutral,Deficient,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,0,2,0,2,2,0,0,2,1,1,0,2,0,0,2,0,0,2,0,1,0,1,0,0,2,0,2,1,1
2024-25,Krishnagiri,577,Mathur,6210,Kamakshipatti,644167,Low,High,Medium,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,3,0,3,3,0,0,3,0,3,0,3,0,0,3,0,2,1,0,0,1,2,0,0,3,0,3,2,1
2024-25,Krishnagiri,577,Mathur,6210,Kanganur,644212,Low,Low,Medium,Low,Non Saline,Neutral,Deficient,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,0,2,0,2,2,0,0,2,1,1,0,2,0,0,2,0,0,2,0,0,0,2,0,0,2,0,2,1,1
2024-25,Krishnagiri,577,Mathur,6210,Kanichi,644192,Low,Low,Medium,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,4,0,4,4,0,0,4,0,4,0,4,0,0,4,0,0,4,0,1,0,3,0,0,4,0,4,1,3
2024-25,Krishnagiri,577,Mathur,6210,Kanjanur,644227,Low,Low,Medium,Low,Non Saline,Acidic,Sufficient,Sufficient,Sufficient,Deficient,Sufficient,Sufficient,0,3,0,3,3,0,0,3,0,3,0,3,0,0,3,0,1,2,0,1,0,2,1,1,1,2,1,0,3
2024-25,Krishnagiri,577,Mathur,6210,Kannandahalli,644118,Low,Low,Medium,Low,Non Saline,Neutral,Sufficient,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,0,5,0,5,5,0,0,5,3,2,0,5,0,0,5,0,0,4,1,2,1,2,0,1,4,0,5,2,3
2024-25,Krishnagiri,577,Mathur,6210,Kattupatti,644258,Low,Low,Medium,Low,Non Saline,Neutral,Deficient,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,0,5,0,5,5,0,0,5,3,2,0,5,0,0,4,1,1,2,2,1,0,4,0,0,5,1,4,3,2
2024-25,Krishnagiri,577,Mathur,6210,Kollapatti,644217,Low,Low,High,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,4,0,4,4,0,0,4,1,3,0,4,0,0,3,1,0,3,1,3,0,1,0,0,4,1,3,2,2
2024-25,Krishnagiri,577,Mathur,6210,Kondareddipatti,644132,Low,Low,Medium,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,21,0,21,21,0,1,20,2,19,0,21,0,0,17,4,3,11,7,6,0,15,0,0,21,0,21,12,9
2024-25,Krishnagiri,577,Mathur,6210,Kullaganapalli,644195,Low,Low,High,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,10,0,10,10,0,0,10,0,10,0,10,0,0,10,0,0,7,3,8,0,2,0,1,9,1,9,7,3
2024-25,Krishnagiri,577,Mathur,6210,Kumarampatty,644189,Low,Low,High,Low,Non Saline,Neutral,Sufficient,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1
2024-25,Krishnagiri,577,Mathur,6210,Kunnathur,644170,Low,Low,Medium,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Deficient,Sufficient,Sufficient,0,4,0,4,4,0,0,4,0,4,0,4,0,0,3,1,0,4,0,0,0,4,0,0,4,3,1,3,1
2024-25,Krishnagiri,577,Mathur,6210,Kursampatti,644211,Low,Low,Medium,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,19,0,19,19,0,0,19,3,16,0,19,0,0,19,0,0,10,9,3,2,14,0,1,18,1,18,6,13
2024-25,Krishnagiri,577,Mathur,6210,Kurukkapatti,644254,Low,Low,Low,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,18,0,18,18,0,0,18,4,14,0,18,0,0,18,0,0,12,6,0,10,8,0,0,18,0,18,14,4
2024-25,Krishnagiri,577,Mathur,6210,Mallapuram,644224,Low,Low,Medium,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,31,7,24,31,0,0,31,7,24,0,31,0,0,29,2,1,30,0,5,0,26,0,1,30,2,29,24,7
2024-25,Krishnagiri,577,Mathur,6210,Marappanayakkampatti,644143,Low,Low,Medium,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,151,5,145,151,0,19,132,24,127,0,151,0,10,123,18,15,86,50,5,72,74,0,2,149,14,137,64,87
2024-25,Krishnagiri,577,Mathur,6210,Mottur,644213,Low,Low,Medium,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,3,0,3,3,0,0,3,1,2,0,3,0,0,3,0,1,1,1,1,0,2,0,0,3,0,3,3,0
2024-25,Krishnagiri,577,Mathur,6210,Mukkampatti,644142,Low,Low,Medium,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,5,1,4,5,0,0,5,1,4,0,5,0,0,4,1,1,4,0,2,1,2,0,0,5,0,5,4,1
2024-25,Krishnagiri,577,Mathur,6210,Mukkarampalli,644168,Low,Low,Medium,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,3,0,3,3,0,0,3,0,3,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,3,3,0
2024-25,Krishnagiri,577,Mathur,6210,Nagalpatti,644215,Low,Low,Medium,Low,Non Saline,Alkaline,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,3,0,3,3,0,0,3,1,2,0,3,0,0,3,0,0,3,0,1,0,2,0,2,1,0,3,1,2
2024-25,Krishnagiri,577,Mathur,6210,Nagampatti,644121,Low,Medium,Medium,Low,Non Saline,Alkaline,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,5,0,5,5,0,0,5,1,4,0,5,0,1,3,1,0,2,3,0,0,5,0,3,2,0,5,2,3
2024-25,Krishnagiri,577,Mathur,6210,Naralepalle,644194,Low,Low,High,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,38,3,35,38,0,0,38,10,28,0,38,0,0,38,0,4,26,8,27,1,10,0,2,36,0,38,22,16
2024-25,Krishnagiri,577,Mathur,6210,Obilinaickanpatti,644269,Low,Low,Medium,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,7,0,7,7,0,0,7,2,5,0,7,0,0,6,1,2,3,2,0,0,7,0,0,7,0,7,4,3
2024-25,Krishnagiri,577,Mathur,6210,Oddapatti,644193,Low,Low,Medium,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,17,0,16,17,0,0,17,5,12,0,17,0,0,16,1,0,12,5,7,0,10,0,3,14,0,17,6,11
2024-25,Krishnagiri,577,Mathur,6210,Olaipatti,644223,Low,Low,Medium,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,17,1,16,17,0,0,17,1,16,0,17,0,2,14,1,1,13,3,1,0,16,0,0,17,1,16,9,8
2024-25,Krishnagiri,577,Mathur,6210,Onnagarai,644225,Low,Low,Medium,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,1,55,5,50,56,0,2,54,9,47,0,56,0,2,52,2,4,46,6,9,11,36,0,0,56,6,50,37,19
2024-25,Krishnagiri,577,Mathur,6210,Padadasampatti,644268,Low,Low,Medium,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,18,0,18,18,0,1,17,1,17,0,18,0,1,14,3,4,11,3,1,3,14,0,0,18,2,16,10,8
2024-25,Krishnagiri,577,Mathur,6210,Papparapatti,644159,Low,Low,Medium,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,23,1,22,23,0,1,22,0,23,0,23,0,1,22,0,4,15,4,4,2,17,0,0,23,0,23,9,14
2024-25,Krishnagiri,577,Mathur,6210,Parasanur,644188,Low,Low,High,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,23,0,23,23,0,0,23,4,19,0,23,0,0,23,0,3,16,4,15,1,7,0,1,22,0,23,12,11
2024-25,Krishnagiri,577,Mathur,6210,Pasandi,644214,Low,Low,Medium,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,2,0,2,2,0,0,2,0,2,0,2,0,0,2,0,0,2,0,1,0,1,0,0,2,0,2,1,1
2024-25,Krishnagiri,577,Mathur,6210,Podar,644221,Low,Low,Medium,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,55,2,52,54,0,1,54,10,45,0,55,0,0,52,2,4,48,3,13,5,37,0,1,53,5,50,29,26
2024-25,Krishnagiri,577,Mathur,6210,Reddipatti,644260,Low,Medium,Medium,Medium,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,2,0,2,2,0,0,2,0,2,0,2,0,1,0,1,1,0,1,0,0,2,0,0,2,0,2,0,2
2024-25,Krishnagiri,577,Mathur,6210,Rengampatti,644131,Low,Low,High,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,18,1,17,18,0,0,18,4,14,0,18,0,2,15,1,3,11,4,13,0,5,0,0,18,1,17,8,10
2024-25,Krishnagiri,577,Mathur,6210,Salamarathupatti,644222,Low,Low,High,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,64,3,61,64,0,0,64,11,53,0,64,0,0,61,3,1,60,3,31,4,29,0,0,64,2,62,49,15
2024-25,Krishnagiri,577,Mathur,6210,Samalpatti,644191,Low,High,Medium,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,3,0,3,3,0,0,3,0,3,0,3,0,0,3,0,2,1,0,0,0,3,0,0,3,0,3,1,2
2024-25,Krishnagiri,577,Mathur,6210,Sevvampatti,644120,Low,Low,Medium,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,10,0,10,10,0,0,10,0,10,0,10,0,2,6,2,0,8,2,3,2,5,0,0,10,0,10,4,6
2024-25,Krishnagiri,577,Mathur,6210,Sonarahalli,644130,Low,Low,Low,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,6,2,4,6,0,1,5,0,6,0,6,0,0,3,3,0,6,0,0,3,3,0,0,6,0,6,5,1
2024-25,Krishnagiri,577,Mathur,6210,Sulakarai,644259,Low,Low,Medium,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,13,0,13,13,0,0,13,4,9,0,13,0,0,13,0,3,10,0,0,1,12,0,0,13,0,13,9,4
2024-25,Krishnagiri,577,Mathur,6210,Thathinayakkanpatti,644267,Low,Low,Medium,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,17,0,10,17,0,0,17,0,17,0,17,0,0,16,1,0,16,1,1,4,12,0,0,17,1,16,6,11
2024-25,Krishnagiri,577,Mathur,6210,Vaduganur,644185,Low,Low,Medium,Low,Non Saline,Neutral,Deficient,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,0,3,0,3,3,0,0,3,2,1,0,3,0,0,3,0,1,1,1,1,0,2,0,1,2,1,2,3,0
2024-25,Krishnagiri,577,Mathur,6210,Veerachikupam,644255,Low,High,Medium,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,157,5,142,157,0,8,149,11,146,0,156,1,21,117,19,59,56,42,17,54,86,1,0,155,0,157,77,80
2024-25,Krishnagiri,577,Shoolagiri,6211,Amgondapalli,643745,Low,High,Medium,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,31,1,30,31,0,2,29,0,31,0,31,0,2,21,8,23,0,8,0,10,21,0,0,31,0,31,20,11
2024-25,Krishnagiri,577,Shoolagiri,6211,Angondapalli (S),932314,Low,High,Medium,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,146,1,145,146,0,21,125,0,146,0,146,0,12,109,25,107,4,35,4,42,100,0,0,146,0,146,78,68
2024-25,Krishnagiri,577,Shoolagiri,6211,Ayaranapalli,643840,Low,Medium,Low,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0
2024-25,Krishnagiri,577,Shoolagiri,6211,Basthalapalli,643803,Low,High,Low,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,57,5,51,57,0,4,53,0,57,0,57,0,0,54,3,44,0,13,0,34,23,1,0,56,0,57,33,24
2024-25,Krishnagiri,577,Shoolagiri,6211,Chembarasanapalli,643782,Low,High,Medium,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,176,1,174,176,0,13,163,0,176,0,176,0,27,118,30,120,18,38,9,56,111,0,0,176,0,176,79,97
2024-25,Krishnagiri,577,Shoolagiri,6211,Gollapalli,933889,Low,Medium,Medium,Low,Non Saline,Acidic,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,26,1,25,26,0,8,18,0,26,0,26,0,0,20,6,8,1,17,0,2,24,25,0,1,0,26,12,14
2024-25,Krishnagiri,577,Shoolagiri,6211,Kariyasandiram,643705,Low,Medium,High,Low,Non Saline,Acidic,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,10,0,10,10,0,2,8,0,10,0,10,0,1,8,1,4,0,6,5,1,4,10,0,0,0,10,3,7
2024-25,Krishnagiri,577,Shoolagiri,6211,Kullur,643703,Low,High,Medium,Low,Non Saline,Acidic,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,12,0,12,12,0,4,8,0,12,0,12,0,0,12,0,8,1,3,2,3,7,12,0,0,0,12,10,2
2024-25,Krishnagiri,577,Shoolagiri,6211,Kumbalam,643743,Low,High,Medium,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,149,1,145,149,0,26,123,1,148,0,149,0,40,71,38,66,24,59,15,51,83,17,0,132,0,149,66,83
2024-25,Krishnagiri,577,Shoolagiri,6211,Kurubarapalli,643736,Low,Medium,Medium,Low,Non Saline,Acidic,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,3,0,3,3,0,1,2,0,3,0,3,0,1,2,0,0,1,2,0,1,2,2,0,1,0,3,2,1
2024-25,Krishnagiri,577,Shoolagiri,6211,Madhinayanapalayam,932147,Low,High,Low,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,50,4,46,50,0,7,43,0,50,0,50,0,0,39,11,27,3,20,0,26,24,0,0,50,0,50,25,25
2024-25,Krishnagiri,577,Shoolagiri,6211,Marandapalli,643797,Low,High,Low,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,8,0,8,8,0,1,7,0,8,0,8,0,0,8,0,8,0,0,0,4,4,0,0,8,0,8,4,4
2024-25,Krishnagiri,577,Shoolagiri,6211,Maruthanapalli,643798,Low,Low,Low,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Deficient,0,2,0,2,2,0,1,1,0,2,0,2,0,0,2,0,1,1,0,0,1,1,0,0,2,0,2,0,2
2024-25,Krishnagiri,577,Shoolagiri,6211,Mattampalli,932143,Low,High,Low,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,11,0,11,11,0,1,10,0,11,0,11,0,2,6,3,11,0,0,0,7,4,0,0,11,0,11,5,6
2024-25,Krishnagiri,577,Shoolagiri,6211,Meenandoddi,643738,Low,Medium,Medium,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,2,0,2,2,0,0,2,0,2,0,2,0,0,2,0,1,0,1,0,0,2,0,0,2,0,2,0,2
2024-25,Krishnagiri,577,Shoolagiri,6211,Mudipinayanapalayam,643805,Low,High,Medium,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,14,2,12,14,0,0,14,0,14,0,14,0,5,9,0,14,0,0,0,6,8,0,0,14,0,14,7,7
2024-25,Krishnagiri,577,Shoolagiri,6211,Nallaganakothapalli,643796,Low,High,Medium,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,180,3,177,176,4,33,147,0,180,0,180,0,27,100,53,144,5,31,13,65,102,17,1,162,0,180,95,85
2024-25,Krishnagiri,577,Shoolagiri,6211,Nerigam,643704,Low,High,Medium,Low,Non Saline,Acidic,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,103,4,99,102,0,16,87,0,103,0,103,0,9,75,19,48,16,39,12,43,48,74,0,28,0,103,45,58
2024-25,Krishnagiri,577,Shoolagiri,6211,Pannapalli,643737,Low,Medium,Low,Low,Non Saline,Acidic,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1
2024-25,Krishnagiri,577,Shoolagiri,6211,Sagadevapuram,643800,Low,High,Low,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,14,0,13,14,0,3,11,0,14,0,14,0,0,12,2,12,0,2,0,7,7,0,0,14,0,14,4,10
2024-25,Krishnagiri,577,Shoolagiri,6211,Samanapalli,643822,Low,Medium,Low,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1
2024-25,Krishnagiri,577,Shoolagiri,6211,Selvankoddi,643696,Low,Medium,Medium,Low,Non Saline,Acidic,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,6,1,5,6,0,0,6,0,6,0,6,0,0,5,1,2,1,3,1,2,3,6,0,0,0,6,5,1
2024-25,Krishnagiri,577,Shoolagiri,6211,Shoolagiri,643811,Low,Medium,Medium,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Deficient,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1
2024-25,Krishnagiri,577,Shoolagiri,6211,Sokkapuram,643739,Low,High,Medium,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,25,0,25,25,0,1,24,0,25,0,25,0,1,18,6,15,2,8,4,7,14,12,0,13,0,25,14,11
2024-25,Krishnagiri,577,Shoolagiri,6211,Thiyarandurgam,643836,Low,High,Low,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,173,9,164,172,0,36,137,1,172,0,173,0,5,146,22,86,12,75,6,98,69,0,0,172,0,173,86,87
2024-25,Krishnagiri,577,Shoolagiri,6211,Toddur,643801,Low,High,Medium,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,17,0,17,17,0,2,15,0,17,0,17,0,0,16,1,9,3,5,0,3,14,0,0,17,0,17,4,13
2024-25,Krishnagiri,577,Shoolagiri,6211,Uddanapalli,643839,Low,Medium,Low,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Deficient,Sufficient,0,2,1,1,2,0,0,2,0,2,0,2,0,0,2,0,0,0,2,0,1,1,0,0,2,0,2,2,0
2024-25,Krishnagiri,577,Shoolagiri,6211,Ulagam,643841,Low,Medium,Medium,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Deficient,0,2,0,2,2,0,1,1,0,2,0,2,0,0,2,0,0,0,2,0,0,2,0,0,2,0,2,1,1
2024-25,Krishnagiri,577,Shoolagiri,6211,Ullatti,643833,Low,Medium,Medium,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,2,0,2,2,0,0,2,0,2,0,2,0,0,2,0,0,0,2,0,0,2,0,0,2,0,2,2,0
2024-25,Krishnagiri,577,Shoolagiri,6211,Venkatesapuram,643747,Low,High,Medium,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,178,10,168,178,0,16,162,0,178,0,178,0,1,149,28,85,44,49,4,48,126,2,0,176,0,178,73,105
2024-25,Krishnagiri,577,Thally,6212,Anniyalam,644005,Low,High,Medium,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,135,5,130,135,0,0,135,16,119,0,135,0,0,113,22,79,42,14,1,55,79,0,0,135,10,125,64,71
2024-25,Krishnagiri,577,Thally,6212,Arasakuppam,644044,Low,High,Low,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,138,1,137,138,0,33,105,15,123,0,138,0,6,106,26,83,33,22,15,95,28,0,0,138,2,136,60,78
2024-25,Krishnagiri,577,Thally,6212,Binnamangalam,644039,Low,Low,Low,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,114,1,113,114,0,25,89,27,87,0,114,0,2,90,22,0,97,17,3,74,37,0,0,114,1,113,36,78
2024-25,Krishnagiri,577,Thally,6212,Gumlapuram,644037,Low,High,Medium,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,87,6,81,87,0,0,87,7,80,0,87,0,0,73,14,87,0,0,1,21,65,24,0,63,0,87,43,44
2024-25,Krishnagiri,577,Thally,6212,Kakkadasam,644042,Low,High,Medium,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,143,3,140,143,0,0,143,29,114,0,143,0,3,129,11,136,2,5,15,18,110,0,0,143,14,129,71,72
2024-25,Krishnagiri,577,Thally,6212,Kelamangalam,933583,Low,Low,Low,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,2,0,2,2,0,0,2,0,2,0,2,0,0,2,0,0,2,0,0,2,0,0,0,2,0,2,0,2
2024-25,Krishnagiri,577,Thally,6212,Kolatti,644078,Low,Medium,Low,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,131,6,125,131,0,0,131,40,91,0,131,0,5,106,20,43,34,54,32,62,37,0,0,131,5,126,62,69
2024-25,Krishnagiri,577,Thally,6212,Kottamadagu,644060,Low,Medium,Medium,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,138,3,135,138,0,22,116,3,136,0,137,1,0,121,17,28,34,76,32,15,91,0,0,137,0,138,42,96
2024-25,Krishnagiri,577,Thally,6212,Madagondapalli,644002,Low,Medium,Medium,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,24,5,19,24,0,6,18,0,24,0,24,0,5,10,9,1,7,16,8,1,15,0,0,24,0,24,16,8
2024-25,Krishnagiri,577,Thally,6212,Manchukondapalli,644084,Low,Medium,Low,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,150,9,141,150,0,5,145,4,146,0,150,0,9,103,38,68,2,80,10,78,62,0,0,150,0,150,75,75
2024-25,Krishnagiri,577,Thally,6212,Marudanapalli,644006,Low,Medium,High,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,32,0,32,31,0,12,20,2,30,0,31,0,9,11,11,1,13,18,20,1,11,0,0,29,0,32,20,12
2024-25,Krishnagiri,577,Thally,6212,Marupalli,644069,Low,High,Low,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,40,9,31,40,0,0,40,12,27,0,40,0,0,29,11,28,2,10,2,24,14,0,0,40,0,40,29,11
2024-25,Krishnagiri,577,Thally,6212,Saragapalli,644003,Low,Medium,Medium,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,65,4,61,65,0,20,45,1,64,0,65,0,17,28,20,2,26,37,24,0,41,0,0,65,0,65,45,20
2024-25,Krishnagiri,577,Thally,6212,Thalikothanur,644059,Low,Low,Low,Medium,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1
2024-25,Krishnagiri,577,Thally,6212,Thalli,644062,Low,High,Medium,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,77,10,67,76,0,16,61,7,70,0,77,0,11,47,19,34,15,28,26,25,26,0,0,76,0,77,55,22
2024-25,Krishnagiri,577,Thally,6212,Ulimaranapalli,644036,Low,High,Medium,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,24,0,24,24,0,1,23,1,23,0,24,0,0,22,2,16,8,0,2,9,13,7,0,17,0,24,8,16
